Category,Lines,City,Country,Date,Manager,Quantity sold,Sales Revenue,Gross Margin,Discount,Customer Satisfaction,Number of Issues reported,Comments,GMR,Year-Quarter
"Belts,bags,wallets",Accessories,Delhi,India,10/11/2016  12:00:00 AM,Kiran Raj,"7,450.00","28,066.00","10,961.00","1,754.10",0.93,13.00,Price too high / competition,0.39,2016-Q4
Samples,Accessories,Delhi,India,12/30/2016  12:00:00 AM,Kiran Raj,"7,400.00","19,049.00","6,999.00",595.30,0.86,12.00,Behaviour of personnel,0.37,2016-Q4
Samples,Accessories,Mumbai,India,11/18/2016  12:00:00 AM,Kiran Raj,"11,800.00","30,321.00","11,079.00","1,895.10",0.83,20.00,Behaviour of personnel,0.37,2016-Q4
"Hats,gloves,scarves",Accessories,Mumbai,India,10/22/2016  12:00:00 AM,Kiran Raj,"1,100.00","2,592.00",537.00,162.00,0.82,13.00,Price too high / competition,0.21,2016-Q4
Lounge wear,Accessories,Mumbai,India,10/20/2016  12:00:00 AM,Kiran Raj,"2,500.00","6,136.00",863.00,230.10,0.94,24.00,Customer service,0.14,2016-Q4
Hair accessories,Accessories,Delhi,India,12/31/2016  12:00:00 AM,Kiran Raj,"1,000.00","3,107.00",404.00,116.52,0.82,21.00,Behaviour of personnel,0.13,2016-Q4
Lounge wear,Accessories,Delhi,India,10/14/2016  12:00:00 AM,Kiran Raj,"1,700.00","3,814.00",387.00,214.56,0.88,16.00,Customer service,0.10,2016-Q4
Hair accessories,Accessories,Mumbai,India,11/22/2016  12:00:00 AM,Kiran Raj,"1,600.00","4,463.00",228.00,223.20,0.90,18.00,Behaviour of personnel,0.05,2016-Q4
"Hats,gloves,scarves",Accessories,Delhi,India,10/10/2016  12:00:00 AM,Kiran Raj,850.00,"1,601.00",30.00,50.05,0.89,23.00,Item defect / bad quality,0.02,2016-Q4
Jewelry,Accessories,Delhi,India,11/2/2016  12:00:00 AM,Kiran Raj,900.00,"1,626.00",42.00,81.28,0.86,25.00,Price too high / competition,0.03,2016-Q4
Jewelry,Accessories,Mumbai,India,12/27/2016  12:00:00 AM,Kiran Raj,"1,150.00","2,117.00",92.00,66.20,0.81,20.00,Behaviour of personnel,0.04,2016-Q4
"Belts,bags,wallets",Accessories,Lima,Peru,10/16/2016  12:00:00 AM,Larry Hill,"2,300.00","8,763.00","3,483.00",34.55,0.92,21.00,Other / unknown,0.40,2016-Q4
Samples,Accessories,Lima,Peru,11/2/2016  12:00:00 AM,Larry Hill,"1,200.00","2,754.00",938.00,68.60,0.82,22.00,Behaviour of personnel,0.34,2016-Q4
"Hats,gloves,scarves",Accessories,Lima,Peru,12/21/2016  12:00:00 AM,Larry Hill,100.00,202.00,36.00,16.32,0.95,21.00,Item defect / bad quality,0.18,2016-Q4
Jewelry,Accessories,Lima,Peru,10/12/2016  12:00:00 AM,Larry Hill,200.00,312.00,24.00,149.20,0.84,13.00,Customer service,0.08,2016-Q4
Lounge wear,Accessories,Lima,Peru,11/23/2016  12:00:00 AM,Larry Hill,450.00,845.00,9.00,344.10,0.95,16.00,Price too high / competition,0.01,2016-Q4
Hair accessories,Accessories,Lima,Peru,12/21/2016  12:00:00 AM,Larry Hill,150.00,346.00,5.00,58.00,0.85,25.00,Item defect / bad quality,0.01,2016-Q4
"Belts,bags,wallets",Accessories,San Francisco,USA,10/10/2016  12:00:00 AM,Lia Armand,"5,850.00",123.00,73.80,"5,226.32",0.81,18.00,Price too high / competition,0.60,2016-Q4
"Belts,bags,wallets",Accessories,Washington,USA,11/21/2016  12:00:00 AM,Lia Armand,"3,800.00",432.75,406.79,"3,651.00",0.87,11.00,Price too high / competition,0.94,2016-Q4
"Belts,bags,wallets",Accessories,Los Angeles,USA,12/7/2016  12:00:00 AM,Lia Armand,"5,800.00",927.75,788.59,"5,258.03",0.94,19.00,Item defect / bad quality,0.85,2016-Q4
"Belts,bags,wallets",Accessories,New York,USA,11/10/2016  12:00:00 AM,Lia Armand,"13,750.00",738.00,454.14,"8,740.00",0.92,17.00,Price too high / competition,0.62,2016-Q4
"Hats,gloves,scarves",Accessories,New York,USA,12/27/2016  12:00:00 AM,Lia Armand,900.00,"2,379.00","1,237.50",496.80,0.83,16.00,Item defect / bad quality,0.52,2016-Q4
"Hats,gloves,scarves",Accessories,Los Angeles,USA,11/17/2016  12:00:00 AM,Lia Armand,450.00,"1,864.50",916.50,130.05,0.89,14.00,Customer service,0.49,2016-Q4
Hair accessories,Accessories,Washington,USA,11/1/2016  12:00:00 AM,Lia Armand,200.00,102.75,46.50,92.32,0.87,19.00,Price too high / competition,0.45,2016-Q4
Samples,Accessories,Chicago,USA,12/23/2016  12:00:00 AM,Lia Armand,"1,000.00","3,176.00","1,252.80",571.68,0.82,18.00,Item defect / bad quality,0.39,2016-Q4
Samples,Accessories,San Francisco,USA,11/2/2016  12:00:00 AM,Lia Armand,"2,950.00","7,879.00","3,068.17","1,733.38",0.83,18.00,Behaviour of personnel,0.39,2016-Q4
"Hats,gloves,scarves",Accessories,Chicago,USA,12/1/2016  12:00:00 AM,Lia Armand,200.00,"1,195.50",421.50,110.00,0.86,16.00,Item not as described,0.35,2016-Q4
Samples,Accessories,New York,USA,11/30/2016  12:00:00 AM,Lia Armand,"9,800.00","25,267.00","8,170.24","5,558.74",0.83,23.00,Item defect / bad quality,0.32,2016-Q4
"Hats,gloves,scarves",Accessories,San Francisco,USA,10/9/2016  12:00:00 AM,Lia Armand,200.00,522.00,166.38,78.30,0.91,11.00,Price too high / competition,0.32,2016-Q4
Samples,Accessories,Los Angeles,USA,12/8/2016  12:00:00 AM,Lia Armand,"3,150.00","7,757.00","2,404.24","1,939.25",0.87,12.00,Behaviour of personnel,0.31,2016-Q4
Samples,Accessories,Washington,USA,10/3/2016  12:00:00 AM,Lia Armand,"1,950.00","4,590.00","1,327.53",963.90,0.86,12.00,Item not as described,0.29,2016-Q4
Hair accessories,Accessories,New York,USA,12/4/2016  12:00:00 AM,Lia Armand,"1,300.00",89.25,21.00,892.56,0.90,12.00,Price too high / competition,0.24,2016-Q4
Lounge wear,Accessories,Chicago,USA,11/18/2016  12:00:00 AM,Lia Armand,250.00,619.00,130.49,142.37,0.91,19.00,Other / unknown,0.21,2016-Q4
"Belts,bags,wallets",Accessories,Chicago,USA,11/19/2016  12:00:00 AM,Lia Armand,"6,550.00",526.50,91.08,"5,393.01",0.84,24.00,Customer service,0.17,2016-Q4
"Hats,gloves,scarves",Accessories,Washington,USA,10/29/2016  12:00:00 AM,Lia Armand,150.00,337.00,54.77,74.14,0.92,18.00,Price too high / competition,0.16,2016-Q4
Hair accessories,Accessories,Chicago,USA,11/26/2016  12:00:00 AM,Lia Armand,300.00,815.25,113.25,179.30,0.93,17.00,Customer service,0.14,2016-Q4
Lounge wear,Accessories,New York,USA,11/17/2016  12:00:00 AM,Lia Armand,"2,050.00","5,113.00",612.15,"1,022.60",0.85,25.00,Other / unknown,0.12,2016-Q4
Lounge wear,Accessories,San Francisco,USA,10/31/2016  12:00:00 AM,Lia Armand,"1,100.00","2,277.00",225.06,569.25,0.85,13.00,Other / unknown,0.10,2016-Q4
Jewelry,Accessories,Washington,USA,12/9/2016  12:00:00 AM,Lia Armand,300.00,519.00,35.48,119.37,0.92,12.00,Price too high / competition,0.07,2016-Q4
Jewelry,Accessories,Los Angeles,USA,12/10/2016  12:00:00 AM,Lia Armand,350.00,650.00,28.97,123.50,0.90,12.00,Item defect / bad quality,0.04,2016-Q4
Lounge wear,Accessories,Los Angeles,USA,11/5/2016  12:00:00 AM,Lia Armand,"1,800.00","3,695.00",97.01,849.85,0.94,16.00,Other / unknown,0.03,2016-Q4
Lounge wear,Accessories,Washington,USA,11/30/2016  12:00:00 AM,Lia Armand,750.00,"1,408.00",12.62,309.76,0.93,23.00,Other / unknown,0.01,2016-Q4
Jewelry,Accessories,New York,USA,12/29/2016  12:00:00 AM,Lia Armand,950.00,"1,765.00",75.39,370.65,0.89,20.00,Item defect / bad quality,0.04,2016-Q4
Jewelry,Accessories,Chicago,USA,11/14/2016  12:00:00 AM,Lia Armand,450.00,791.00,147.59,158.20,0.92,13.00,Behaviour of personnel,0.19,2016-Q4
Jewelry,Accessories,San Francisco,USA,10/12/2016  12:00:00 AM,Lia Armand,850.00,"1,265.00",303.06,215.05,0.88,21.00,Item defect / bad quality,0.24,2016-Q4
Samples,Accessories,Brussels,Belgium,11/30/2016  12:00:00 AM,Lois Wood,950.00,"2,461.00",972.00,"2,521.30",0.85,14.00,Item defect / bad quality,0.39,2016-Q4
"Belts,bags,wallets",Accessories,Brussels,Belgium,11/30/2016  12:00:00 AM,Lois Wood,"1,950.00","7,036.00","2,778.00","1,050.24",0.83,13.00,Other / unknown,0.39,2016-Q4
"Hats,gloves,scarves",Accessories,Brussels,Belgium,10/5/2016  12:00:00 AM,Lois Wood,350.00,742.00,215.00,49.20,0.81,11.00,Other / unknown,0.29,2016-Q4
Lounge wear,Accessories,Brussels,Belgium,11/5/2016  12:00:00 AM,Lois Wood,300.00,724.00,178.00,138.48,0.91,17.00,Price too high / competition,0.25,2016-Q4
Hair accessories,Accessories,Brussels,Belgium,11/27/2016  12:00:00 AM,Lois Wood,350.00,985.00,59.00,99.24,0.88,24.00,Behaviour of personnel,0.06,2016-Q4
Jewelry,Accessories,Brussels,Belgium,12/27/2016  12:00:00 AM,Lois Wood,50.00,52.00,31.00,14.45,0.82,24.00,Item defect / bad quality,0.60,2016-Q4
"Hats,gloves,scarves",Accessories,Zurich,Switzerland,10/4/2016  12:00:00 AM,Maria Price,100.00,203.00,121.00,"1,322.46",0.95,13.00,Item not as described,0.60,2016-Q4
Samples,Accessories,Zurich,Switzerland,11/2/2016  12:00:00 AM,Maria Price,750.00,"1,876.00",661.00,"2,296.14",0.82,14.00,Behaviour of personnel,0.35,2016-Q4
"Belts,bags,wallets",Accessories,Zurich,Switzerland,12/1/2016  12:00:00 AM,Maria Price,"1,750.00","5,818.00","2,012.00","2,930.56",0.95,25.00,Other / unknown,0.35,2016-Q4
Hair accessories,Accessories,Zurich,Switzerland,10/11/2016  12:00:00 AM,Maria Price,450.00,"1,369.00",97.00,"1,607.40",0.85,23.00,Customer service,0.07,2016-Q4
Lounge wear,Accessories,Zurich,Switzerland,12/11/2016  12:00:00 AM,Maria Price,250.00,488.00,2.00,"1,817.90",0.86,12.00,Price too high / competition,0.00,2016-Q4
Jewelry,Accessories,Seoul,South Korea,10/6/2016  12:00:00 AM,Marie Mann,200.00,535.00,269.00,20.10,0.87,16.00,Price too high / competition,0.50,2016-Q4
"Belts,bags,wallets",Accessories,Seoul,South Korea,10/31/2016  12:00:00 AM,Marie Mann,"5,050.00","20,270.00","8,453.00","1,266.90",0.86,20.00,Other / unknown,0.42,2016-Q4
Samples,Accessories,Seoul,South Korea,10/21/2016  12:00:00 AM,Marie Mann,"5,850.00","14,094.00","4,679.00",880.90,0.85,14.00,Item not as described,0.33,2016-Q4
Lounge wear,Accessories,Seoul,South Korea,10/21/2016  12:00:00 AM,Marie Mann,900.00,"2,293.00",360.00,129.06,0.94,13.00,Behaviour of personnel,0.16,2016-Q4
Hair accessories,Accessories,Seoul,South Korea,12/18/2016  12:00:00 AM,Marie Mann,750.00,"1,903.00",89.00,59.50,0.93,22.00,Item defect / bad quality,0.05,2016-Q4
"Hats,gloves,scarves",Accessories,Seoul,South Korea,12/11/2016  12:00:00 AM,Marie Mann,250.00,404.00,114.00,20.24,0.89,22.00,Other / unknown,0.28,2016-Q4
"Hats,gloves,scarves",Accessories,Tunis,Tunisia,10/11/2016  12:00:00 AM,Marry Williams,100.00,253.00,151.00,33.80,0.83,24.00,Behaviour of personnel,0.60,2016-Q4
Samples,Accessories,Dakar,Senegal,12/12/2016  12:00:00 AM,Marry Williams,"1,200.00","3,076.00","1,215.00",369.18,0.82,11.00,Item defect / bad quality,0.39,2016-Q4
"Belts,bags,wallets",Accessories,Dakar,Senegal,12/7/2016  12:00:00 AM,Marry Williams,"2,400.00","8,795.00","3,473.00","1,172.60",0.95,18.00,Other / unknown,0.39,2016-Q4
Samples,Accessories,Tunis,Tunisia,10/8/2016  12:00:00 AM,Marry Williams,950.00,"2,345.00",826.00,312.70,0.88,24.00,Behaviour of personnel,0.35,2016-Q4
"Belts,bags,wallets",Accessories,Tunis,Tunisia,11/26/2016  12:00:00 AM,Marry Williams,"2,150.00","7,272.00","2,515.00",484.80,0.82,16.00,Other / unknown,0.35,2016-Q4
"Hats,gloves,scarves",Accessories,Dakar,Senegal,12/12/2016  12:00:00 AM,Marry Williams,450.00,928.00,268.00,74.22,0.83,18.00,Price too high / competition,0.29,2016-Q4
Lounge wear,Accessories,Dakar,Senegal,12/6/2016  12:00:00 AM,Marry Williams,350.00,905.00,222.00,96.48,0.95,22.00,Price too high / competition,0.25,2016-Q4
Hair accessories,Accessories,Tunis,Tunisia,11/6/2016  12:00:00 AM,Marry Williams,600.00,"1,711.00",121.00,228.10,0.95,15.00,Other / unknown,0.07,2016-Q4
Hair accessories,Accessories,Dakar,Senegal,11/3/2016  12:00:00 AM,Marry Williams,450.00,"1,232.00",74.00,131.36,0.85,22.00,Item defect / bad quality,0.06,2016-Q4
Lounge wear,Accessories,Tunis,Tunisia,10/19/2016  12:00:00 AM,Marry Williams,300.00,610.00,2.00,40.65,0.88,22.00,Price too high / competition,0.00,2016-Q4
Jewelry,Accessories,Dakar,Senegal,10/26/2016  12:00:00 AM,Marry Williams,50.00,65.00,39.00,6.09,0.95,12.00,Item defect / bad quality,0.60,2016-Q4
"Belts,bags,wallets",Accessories,Berlin,Germany,10/31/2016  12:00:00 AM,Mary Smith,"5,550.00","21,176.00","8,416.00","1,051.50",0.86,24.00,Item defect / bad quality,0.40,2016-Q4
Jewelry,Accessories,Frankfurt,Germany,10/22/2016  12:00:00 AM,Mary Smith,100.00,237.00,91.00,39.00,0.92,20.00,Behaviour of personnel,0.38,2016-Q4
"Belts,bags,wallets",Accessories,Frankfurt,Germany,12/26/2016  12:00:00 AM,Mary Smith,"4,000.00","14,495.00","5,492.00","1,079.64",0.87,15.00,Customer service,0.38,2016-Q4
Samples,Accessories,Berlin,Germany,12/25/2016  12:00:00 AM,Mary Smith,"2,850.00","6,655.00","2,265.00",59.43,0.88,19.00,Item not as described,0.34,2016-Q4
Samples,Accessories,Frankfurt,Germany,10/22/2016  12:00:00 AM,Mary Smith,"2,550.00","6,074.00","2,027.00",51.68,0.90,22.00,Item not as described,0.33,2016-Q4
"Hats,gloves,scarves",Accessories,Frankfurt,Germany,12/28/2016  12:00:00 AM,Mary Smith,150.00,506.00,162.00,140.70,0.90,24.00,Item defect / bad quality,0.32,2016-Q4
Lounge wear,Accessories,Frankfurt,Germany,10/31/2016  12:00:00 AM,Mary Smith,800.00,"2,111.00",507.00,264.81,0.90,14.00,Behaviour of personnel,0.24,2016-Q4
"Hats,gloves,scarves",Accessories,Berlin,Germany,12/18/2016  12:00:00 AM,Mary Smith,250.00,488.00,87.00,136.05,0.82,12.00,Item not as described,0.18,2016-Q4
Hair accessories,Accessories,Frankfurt,Germany,12/31/2016  12:00:00 AM,Mary Smith,700.00,"2,130.00",210.00,297.08,0.85,22.00,Behaviour of personnel,0.10,2016-Q4
Jewelry,Accessories,Berlin,Germany,12/31/2016  12:00:00 AM,Mary Smith,450.00,753.00,56.00,47.20,0.83,25.00,Price too high / competition,0.07,2016-Q4
Lounge wear,Accessories,Berlin,Germany,10/8/2016  12:00:00 AM,Mary Smith,"1,100.00","2,041.00",22.00,17.84,0.92,18.00,Item not as described,0.01,2016-Q4
Hair accessories,Accessories,Berlin,Germany,12/14/2016  12:00:00 AM,Mary Smith,300.00,836.00,10.00,"2,257.60",0.88,16.00,Item not as described,0.01,2016-Q4
Samples,Accessories,Osaka,Japan,12/26/2016  12:00:00 AM,Mayumi Mai,"1,200.00","3,811.00","1,773.00",190.56,0.88,12.00,Behaviour of personnel,0.47,2016-Q4
"Belts,bags,wallets",Accessories,Tokyo,Japan,12/1/2016  12:00:00 AM,Mayumi Mai,"7,050.00","28,507.00","11,890.00","1,247.19",0.84,14.00,Behaviour of personnel,0.42,2016-Q4
"Belts,bags,wallets",Accessories,Osaka,Japan,10/5/2016  12:00:00 AM,Mayumi Mai,"7,900.00","30,817.00","12,593.00","1,733.49",0.81,21.00,Price too high / competition,0.41,2016-Q4
Samples,Accessories,Tokyo,Japan,10/30/2016  12:00:00 AM,Mayumi Mai,"3,550.00","9,455.00","3,723.00",295.50,0.82,16.00,Item not as described,0.39,2016-Q4
"Hats,gloves,scarves",Accessories,Tokyo,Japan,11/24/2016  12:00:00 AM,Mayumi Mai,250.00,626.00,225.00,31.28,0.95,19.00,Behaviour of personnel,0.36,2016-Q4
"Hats,gloves,scarves",Accessories,Osaka,Japan,11/30/2016  12:00:00 AM,Mayumi Mai,250.00,600.00,156.00,26.25,0.86,16.00,Customer service,0.26,2016-Q4
Lounge wear,Accessories,Osaka,Japan,12/31/2016  12:00:00 AM,Mayumi Mai,300.00,743.00,190.00,46.50,0.94,13.00,Customer service,0.26,2016-Q4
Lounge wear,Accessories,Tokyo,Japan,10/23/2016  12:00:00 AM,Mayumi Mai,"1,350.00","2,732.00",272.00,85.40,0.86,11.00,Customer service,0.10,2016-Q4
Hair accessories,Accessories,Osaka,Japan,12/12/2016  12:00:00 AM,Mayumi Mai,400.00,978.00,12.00,55.08,0.85,22.00,Price too high / competition,0.01,2016-Q4
Jewelry,Accessories,Osaka,Japan,10/31/2016  12:00:00 AM,Mayumi Mai,550.00,949.00,190.00,35.58,0.91,19.00,Item not as described,0.20,2016-Q4
Jewelry,Accessories,Tokyo,Japan,10/25/2016  12:00:00 AM,Mayumi Mai,"1,050.00","1,518.00",444.00,47.45,0.83,24.00,Behaviour of personnel,0.29,2016-Q4
Samples,Accessories,Barcelona,Spain,10/4/2016  12:00:00 AM,Nancy Miller,"1,450.00","4,605.00","2,142.00",102.35,0.89,22.00,Item defect / bad quality,0.47,2016-Q4
"Belts,bags,wallets",Accessories,Madrid,Spain,10/20/2016  12:00:00 AM,Nancy Miller,"8,450.00","33,148.00","13,617.00","2,194.64",0.91,19.00,Customer service,0.41,2016-Q4
"Belts,bags,wallets",Accessories,Barcelona,Spain,12/14/2016  12:00:00 AM,Nancy Miller,"9,500.00","37,237.00","15,217.00","2,157.19",0.83,19.00,Customer service,0.41,2016-Q4
Samples,Accessories,Madrid,Spain,10/15/2016  12:00:00 AM,Nancy Miller,"4,600.00","11,247.00","3,888.00",922.80,0.85,19.00,Behaviour of personnel,0.35,2016-Q4
"Hats,gloves,scarves",Accessories,Barcelona,Spain,12/18/2016  12:00:00 AM,Nancy Miller,300.00,725.00,188.00,"1,264.97",0.84,13.00,Price too high / competition,0.26,2016-Q4
Lounge wear,Accessories,Barcelona,Spain,11/27/2016  12:00:00 AM,Nancy Miller,400.00,898.00,230.00,86.96,0.82,23.00,Other / unknown,0.26,2016-Q4
Jewelry,Accessories,Madrid,Spain,10/18/2016  12:00:00 AM,Nancy Miller,550.00,942.00,42.00,"4,393.62",0.90,18.00,Price too high / competition,0.04,2016-Q4
Lounge wear,Accessories,Madrid,Spain,10/22/2016  12:00:00 AM,Nancy Miller,"2,650.00","5,358.00",148.00,118.96,0.82,24.00,Other / unknown,0.03,2016-Q4
Hair accessories,Accessories,Barcelona,Spain,11/13/2016  12:00:00 AM,Nancy Miller,450.00,"1,182.00",15.00,183.60,0.84,20.00,Other / unknown,0.01,2016-Q4
"Hats,gloves,scarves",Accessories,Madrid,Spain,12/5/2016  12:00:00 AM,Nancy Miller,700.00,"1,256.00",199.00,"1,514.88",0.86,11.00,Behaviour of personnel,0.16,2016-Q4
Jewelry,Accessories,Barcelona,Spain,11/6/2016  12:00:00 AM,Nancy Miller,700.00,"1,147.00",230.00,"5,198.04",0.83,19.00,Other / unknown,0.20,2016-Q4
"Belts,bags,wallets",Accessories,Mexico City,Mexico,12/1/2016  12:00:00 AM,Nelly Wood,"8,250.00","32,775.00","13,498.00",312.48,0.86,24.00,Other / unknown,0.41,2016-Q4
Samples,Accessories,Mexico City,Mexico,12/28/2016  12:00:00 AM,Nelly Wood,"5,900.00","15,161.00","5,540.00","1,251.70",0.94,19.00,Item not as described,0.37,2016-Q4
"Hats,gloves,scarves",Accessories,Mexico City,Mexico,11/10/2016  12:00:00 AM,Nelly Wood,550.00,"1,296.00",269.00,135.54,0.94,23.00,Customer service,0.21,2016-Q4
Lounge wear,Accessories,Mexico City,Mexico,11/15/2016  12:00:00 AM,Nelly Wood,"1,250.00","3,068.00",432.00,420.57,0.83,12.00,Price too high / competition,0.14,2016-Q4
Hair accessories,Accessories,Mexico City,Mexico,12/28/2016  12:00:00 AM,Nelly Wood,800.00,"2,232.00",114.00,52.96,0.81,15.00,Item defect / bad quality,0.05,2016-Q4
Jewelry,Accessories,Mexico City,Mexico,12/27/2016  12:00:00 AM,Nelly Wood,600.00,"1,059.00",46.00,67.76,0.81,18.00,Customer service,0.04,2016-Q4
Jewelry,Accessories,Caracas,Venezuela,11/22/2016  12:00:00 AM,Nina Smith,50.00,98.00,38.00,"11,941.20",0.88,12.00,Customer service,0.39,2016-Q4
"Belts,bags,wallets",Accessories,Caracas,Venezuela,12/17/2016  12:00:00 AM,Nina Smith,"1,650.00","5,998.00","2,273.00","2,385.53",0.93,24.00,Other / unknown,0.38,2016-Q4
Samples,Accessories,Caracas,Venezuela,11/30/2016  12:00:00 AM,Nina Smith,"1,050.00","2,514.00",839.00,"1,232.00",0.83,24.00,Behaviour of personnel,0.33,2016-Q4
"Hats,gloves,scarves",Accessories,Caracas,Venezuela,11/25/2016  12:00:00 AM,Nina Smith,100.00,209.00,68.00,137.13,0.81,23.00,Behaviour of personnel,0.33,2016-Q4
Lounge wear,Accessories,Caracas,Venezuela,12/11/2016  12:00:00 AM,Nina Smith,350.00,874.00,210.00,"1,005.21",0.90,14.00,Item defect / bad quality,0.24,2016-Q4
Hair accessories,Accessories,Caracas,Venezuela,11/30/2016  12:00:00 AM,Nina Smith,300.00,882.00,87.00,454.86,0.95,23.00,Item not as described,0.10,2016-Q4
"Belts,bags,wallets",Accessories,Bangkok,Thailand,10/10/2016  12:00:00 AM,Rita San,"3,200.00","11,997.00","4,691.00",674.82,0.86,24.00,Behaviour of personnel,0.39,2016-Q4
Samples,Accessories,Bangkok,Thailand,11/12/2016  12:00:00 AM,Rita San,"3,000.00","7,097.00","2,243.00",221.80,0.81,12.00,Item defect / bad quality,0.32,2016-Q4
"Hats,gloves,scarves",Accessories,Bangkok,Thailand,12/10/2016  12:00:00 AM,Rita San,200.00,404.00,103.00,20.24,0.81,18.00,Price too high / competition,0.25,2016-Q4
Hair accessories,Accessories,Bangkok,Thailand,11/30/2016  12:00:00 AM,Rita San,300.00,979.00,143.00,30.60,0.91,17.00,Price too high / competition,0.15,2016-Q4
Jewelry,Accessories,Bangkok,Thailand,12/25/2016  12:00:00 AM,Rita San,250.00,442.00,21.00,27.60,0.87,21.00,Behaviour of personnel,0.05,2016-Q4
Lounge wear,Accessories,Bangkok,Thailand,11/17/2016  12:00:00 AM,Rita San,300.00,520.00,17.00,16.25,0.85,23.00,Customer service,0.03,2016-Q4
"Belts,bags,wallets",Accessories,Buenos Aires,Argentina,11/25/2016  12:00:00 AM,Rose Sims,"3,750.00","14,033.00","5,481.00","2,000.70",0.81,14.00,Other / unknown,0.39,2016-Q4
Samples,Accessories,Buenos Aires,Argentina,11/30/2016  12:00:00 AM,Rose Sims,"3,700.00","9,525.00","3,500.00","1,657.40",0.86,19.00,Item not as described,0.37,2016-Q4
Hair accessories,Accessories,Buenos Aires,Argentina,11/21/2016  12:00:00 AM,Rose Sims,500.00,"1,554.00",202.00,474.20,0.89,13.00,Item defect / bad quality,0.13,2016-Q4
Lounge wear,Accessories,Buenos Aires,Argentina,12/22/2016  12:00:00 AM,Rose Sims,850.00,"1,907.00",194.00,749.20,0.89,19.00,Price too high / competition,0.10,2016-Q4
"Hats,gloves,scarves",Accessories,Buenos Aires,Argentina,10/10/2016  12:00:00 AM,Rose Sims,450.00,801.00,15.00,"1,050.21",0.85,12.00,Item not as described,0.02,2016-Q4
Jewelry,Accessories,Buenos Aires,Argentina,10/12/2016  12:00:00 AM,Rose Sims,450.00,813.00,21.00,"24,231.90",0.89,14.00,Item not as described,0.03,2016-Q4
Samples,Accessories,Cape Town,South Africa,11/30/2016  12:00:00 AM,Sarah Am,750.00,"2,382.00","1,108.00",317.60,0.85,13.00,Item not as described,0.47,2016-Q4
"Belts,bags,wallets",Accessories,Johannesburg,South Africa,11/12/2016  12:00:00 AM,Sarah Am,"10,350.00","40,969.00","16,873.00","4,916.25",0.92,14.00,Item not as described,0.41,2016-Q4
"Belts,bags,wallets",Accessories,Cape Town,South Africa,10/7/2016  12:00:00 AM,Sarah Am,"4,950.00","19,261.00","7,871.00","2,311.29",0.93,25.00,Other / unknown,0.41,2016-Q4
